soc,t_start,t_end,scenario,eta,rank,task_id,dims,w,p_start,p_end,Delta_p,r
27-3092.00,2024.0,2035.0,Slow,2.0,2,8653,D8,0.097478,0.0718266819642455,0.061839530582258,-0.009987151381987504,0.017819234708870996
27-3092.00,2024.0,2035.0,Slow,2.0,3,21183,D8,0.086698,0.0638834370107732,0.0550007552721702,-0.008882681738603002,0.015848622363914898
27-3092.00,2024.0,2035.0,Slow,2.0,4,8663,D8,0.08669,0.0638775422093235,0.0549956801142406,-0.008881862095082897,0.0158471599428797
27-3092.00,2024.0,2035.0,Slow,2.0,5,8656,D8,0.075418,0.0555717669666947,0.0478447825914846,-0.007726984375210098,0.0137866087042577
27-3092.00,2024.0,2035.0,Slow,2.0,6,8657,D8,0.066548,0.0490359058593386,0.0422177012370802,-0.006818204622258399,0.012165149381459898
27-3092.00,2024.0,2035.0,Slow,2.0,7,8655,D9,0.085203,0.0977813160957322,0.1026785388620401,0.004897222766307913,0.008737769431020052
27-3092.00,2024.0,2035.0,Slow,2.0,8,8659,D9,0.081086,0.0930565331847299,0.0977171226619647,0.0046605894772348,0.008315561330982345
27-3092.00,2024.0,2035.0,Slow,2.0,9,8654,D9,0.070785,0.0812348210724553,0.0853033387715163,0.004068517699060997,0.0072591693857581505
27-3092.00,2024.0,2035.0,Slow,2.0,10,21185,D7,0.068376,0.0784701861361899,0.0824002414613435,0.0039300553251536,0.007012120730671749
27-3092.00,2024.0,2035.0,Slow,4.0,1,8662,D2,0.059844,0.1289920942765404,0.1576436436904231,0.028651549413882704,0.04889982184521155
27-3092.00,2024.0,2035.0,Slow,4.0,2,8653,D8,0.097478,0.0562797902200107,0.0392092350572896,-0.0170705551627211,0.029134382471355198
27-3092.00,2024.0,2035.0,Slow,4.0,3,21183,D8,0.086698,0.0500558613481451,0.0348731227661307,-0.015182738582014403,0.02591243861693465
27-3092.00,2024.0,2035.0,Slow,4.0,4,8663,D8,0.08669,0.0500512424769971,0.0348699048720371,-0.015181337604959995,0.02591004756398145
27-3092.00,2024.0,2035.0,Slow,4.0,5,8656,D8,0.075418,0.0435432530295325,0.0303358920941204,-0.0132073609354121,0.022541053952939802
27-3092.00,2024.0,2035.0,Slow,4.0,6,8657,D8,0.066548,0.0384220796442404,0.0267680520178143,-0.011654027626426103,0.01988997399109285
27-3092.00,2024.0,2035.0,Slow,4.0,7,8655,D9,0.085203,0.1022222846684542,0.1092742050660309,0.007051920397576697,0.01203560253301545
27-3092.00,2024.0,2035.0,Slow,4.0,8,8659,D9,0.081086,0.0972829146230329,0.103994086968583,0.006711172345550104,0.0114540434842915
27-3092.00,2024.0,2035.0,Slow,4.0,9,8654,D9,0.070785,0.0849242916359345,0.0907828903395302,0.005858598703595702,0.0099989451697651
27-3092.00,2024.0,2035.0,Slow,4.0,10,21185,D7,0.068376,0.0820340942982081,0.0876933094561803,0.0056592151579722,0.009658654728090146
27-3092.00,2024.0,2035.0,Slow,8.0,1,8662,D2,0.059844,0.2383088535798361,0.3051289083854077,0.06682005480557157,0.12264245419270384
27-3092.00,2024.0,2035.0,Slow,8.0,2,8653,D8,0.097478,0.0409432221693587,0.0197756664432189,-0.021167555726139802,0.038851166778390546
27-3092.00,2024.0,2035.0,Slow,8.0,3,21183,D8,0.086698,0.0364153498803736,0.0175886941596483,-0.0188266557207253,0.03455465292017585
27-3092.00,2024.0,2035.0,Slow,8.0,4,8663,D8,0.08669,0.0364119896783039,0.0175870711746512,-0.0188249185036527,0.0345514644126744
27-3092.00,2024.0,2035.0,Slow,8.0,5,8656,D8,0.075418,0.0316774649620293,0.0153002853137599,-0.0163771796482694,0.030058857343120048
27-3092.00,2024.0,2035.0,Slow,8.0,6,8657,D8,0.066548,0.0279518409171965,0.013500800698243,-0.014451040218953501,0.0265235996508785
27-3092.00,2024.0,2035.0,Slow,8.0,7,8655,D9,0.085203,0.0950540405571076,0.0987423947857717,0.0036883542286640925,0.006769697392885847
27-3092.00,2024.0,2035.0,Slow,8.0,8,8659,D9,0.081086,0.0904610393133296,0.0939711726535343,0.0035101333402046964,0.006442586326767148
27-3092.00,2024.0,2035.0,Slow,8.0,9,8654,D9,0.070785,0.078969053446884,0.0820332666092843,0.0030642131624002977,0.005624133304642148
27-3092.00,2024.0,2035.0,Slow,8.0,10,21185,D7,0.068376,0.0762815285510227,0.079241458468269,0.002959929917246293,0.005432729234134494
27-3092.00,2024.0,2035.0,Baseline,0.5,1,8653,D8,0.097478,0.0900024361554359,0.0863118242353215,-0.0036906119201144116,0.005583087882339251
27-3092.00,2024.0,2035.0,Baseline,0.5,2,8662,D2,0.059844,0.0669162497675505,0.0704076744464384,0.003491424678887897,0.005281837223219201
27-3092.00,2024.0,2035.0,Baseline,0.5,3,21183,D8,0.086698,0.0800491517040151,0.0767666810721794,-0.0032824706318356905,0.004965659463910296
27-3092.00,2024.0,2035.0,Baseline,0.5,4,8663,D8,0.08669,0.0800417652220474,0.0767595974779953,-0.0032821677440521,0.004965201261002354
27-3092.00,2024.0,2035.0,Baseline,0.5,5,8656,D8,0.075418,0.0696342121296156,0.0667788132725279,-0.0028553988570877015,0.004319593363736052
27-3092.00,2024.0,2035.0,Baseline,0.5,6,8657,D8,0.066548,0.0614444502479734,0.0589248782208516,-0.0025195720271218025,0.0038115608895741976
27-3092.00,2024.0,2035.0,Baseline,0.5,7,8655,D9,0.085203,0.0891759614845071,0.0911373056289921,0.001961344144484997,0.0029671528144960477
27-3092.00,2024.0,2035.0,Baseline,0.5,8,8659,D9,0.081086,0.0848669884033748,0.0867335606050545,0.0018665722016796976,0.0028237803025272443
27-3092.00,2024.0,2035.0,Baseline,0.5,9,8654,D9,0.070785,0.0740856593509716,0.0757151060285226,0.001629446677551008,0.0024650530142613022
27-3092.00,2024.0,2035.0,Baseline,0.5,10,21185,D7,0.068376,0.0715643292192136,0.0731383215343118,0.0015739923150981938,0.0023811607671558946
27-3092.00,2024.0,2035.0,Baseline,1.0,1,8662,D2,0.059844,0.0743972760023584,0.0820016541327935,0.007604378130435102,0.011078827066396752
27-3092.00,2024.0,2035.0,Baseline,1.0,2,8653,D8,0.097478,0.0832360925880205,0.075794329245703,-0.007441763342317512,0.010841835377148501
27-3092.00,2024.0,2035.0,Baseline,1.0,3,21183,D8,0.086698,0.0740310916842385,0.0674123059248646,-0.006618785759373913,0.009642847037567702
27-3092.00,2024.0,2035.0,Baseline,1.0,4,8663,D8,0.08669,0.0740242605147366,0.0674060854993946,-0.0066181750153419955,0.009641957250302702
27-3092.00,2024.0,2035.0,Baseline,1.0,5,8656,D8,0.075418,0.064399142686589,0.0586415060121507,-0.0057576366744383,0.00838824699392465
27-3092.00,2024.0,2035.0,Baseline,1.0,6,8657,D8,0.066548,0.0568250835013807,0.0517446092722772,-0.0050804742291035015,0.007401695363861399
27-3092.00,2024.0,2035.0,Baseline,1.0,7,8655,D9,0.085203,0.0925973951045015,0.0964610859816501,0.003863690877148593,0.005629042990825048
27-3092.00,2024.0,2035.0,Baseline,1.0,8,8659,D9,0.081086,0.0881230987106511,0.091800096450924,0.0036769977402729,0.0053570482254619994
27-3092.00,2024.0,2035.0,Baseline,1.0,9,8654,D9,0.070785,0.0769281200482628,0.0801379994978005,0.0032098794495376975,0.004676499748900248
27-3092.00,2024.0,2035.0,Baseline,1.0,10,21185,D7,0.068376,0.0743100534918418,0.0774106922887845,0.003100638796942695,0.004517346144392247
27-3092.00,2024.0,2035.0,Baseline,2.0,1,8662,D2,0.059844,0.0906342265972339,0.1081354187717396,0.0175011921745057,0.0241457093858698
27-3092.00,2024.0,2035.0,Baseline,2.0,2,8653,D8,0.097478,0.0718266819642455,0.0572463662402412,-0.014580315724004304,0.020115816879879397
27-3092.00,2024.0,2035.0,Baseline,2.0,3,21183,D8,0.086698,0.0638834370107732,0.0509155446387536,-0.012967892372019604,0.0178912276806232
27-3092.00,2024.0,2035.0,Baseline,2.0,4,8663,D8,0.08669,0.0638775422093235,0.0509108464409047,-0.012966695768418801,0.017889576779547653
27-3092.00,2024.0,2035.0,Baseline,2.0,5,8656,D8,0.075418,0.0555717669666947,0.0442910856717055,-0.0112806812949892,0.01556345716414725
27-3092.00,2024.0,2035.0,Baseline,2.0,6,8657,D8,0.066548,0.0490359058593386,0.0390819588066596,-0.009953947052678998,0.013733020596670198
27-3092.00,2024.0,2035.0,Baseline,2.0,7,8655,D9,0.085203,0.0977813160957322,0.1049308076146382,0.007149491518906009,0.0098639038073191
27-3092.00,2024.0,2035.0,Baseline,2.0,8,8659,D9,0.081086,0.0930565331847299,0.0998605620252873,0.006804028840557405,0.009387281012643647
27-3092.00,2024.0,2035.0,Baseline,2.0,9,8654,D9,0.070785,0.0812348210724553,0.087174479971388,0.005939658898932693,0.008194739985693998
27-3092.00,2024.0,2035.0,Baseline,2.0,10,21185,D7,0.068376,0.0784701861361899,0.0842077027975365,0.0057375166613466005,0.007915851398768249
27-3092.00,2024.0,2035.0,Baseline,4.0,1,8662,D2,0.059844,0.1289920942765404,0.1711698860970974,0.042177791820557003,0.0556629430485487
27-3092.00,2024.0,2035.0,Baseline,4.0,2,8653,D8,0.097478,0.0562797902200107,0.0311503177606358,-0.0251294724593749,0.0331638411196821
27-3092.00,2024.0,2035.0,Baseline,4.0,3,21183,D8,0.086698,0.0500558613481451,0.0277054335256325,-0.022350427822512602,0.02949628323718375
27-3092.00,2024.0,2035.0,Baseline,4.0,4,8663,D8,0.08669,0.0500512424769971,0.0277028770252725,-0.022348365451724597,0.02949356148736375
27-3092.00,2024.0,2035.0,Baseline,4.0,5,8656,D8,0.075418,0.0435432530295325,0.0241007680181336,-0.019442485011398898,0.0256586159909332
27-3092.00,2024.0,2035.0,Baseline,4.0,6,8657,D8,0.066548,0.0384220796442404,0.0212662482440632,-0.0171558314001772,0.022640875877968397
27-3092.00,2024.0,2035.0,Baseline,4.0,7,8655,D9,0.085203,0.1022222846684542,0.1126033787645386,0.010381094096084398,0.013700189382269301
27-3092.00,2024.0,2035.0,Baseline,4.0,8,8659,D9,0.081086,0.0972829146230329,0.1071623953440768,0.009879480721043901,0.013038197672038399
27-3092.00,2024.0,2035.0,Baseline,4.0,9,8654,D9,0.070785,0.0849242916359345,0.09354870328331,0.008624411647375499,0.011381851641654998
27-3092.00,2024.0,2035.0,Baseline,4.0,10,21185,D7,0.068376,0.0820340942982081,0.0903649945002417,0.0083309002020336,0.010994497250120847
27-3092.00,2024.0,2035.0,Baseline,8.0,1,8662,D2,0.059844,0.2383088535798361,0.3353803476837577,0.09707149410392157,0.13776817384187884
27-3092.00,2024.0,2035.0,Baseline,8.0,2,8653,D8,0.097478,0.0409432221693587,0.0101924802425041,-0.0307507419268546,0.043642759878747946
27-3092.00,2024.0,2035.0,Baseline,8.0,3,21183,D8,0.086698,0.0364153498803736,0.0090653034742673,-0.0273500464061063,0.03881634826286635
27-3092.00,2024.0,2035.0,Baseline,8.0,4,8663,D8,0.08669,0.0364119896783039,0.0090644669794485,-0.027347522698855396,0.03881276651027575
27-3092.00,2024.0,2035.0,Baseline,8.0,5,8656,D8,0.075418,0.0316774649620293,0.0078858457798598,-0.023791619182169498,0.0337660771100701
27-3092.00,2024.0,2035.0,Baseline,8.0,6,8657,D8,0.066548,0.0279518409171965,0.0069583821495944,-0.0209934587676021,0.0297948089252028
27-3092.00,2024.0,2035.0,Baseline,8.0,7,8655,D9,0.085203,0.0950540405571076,0.1004122231686413,0.005358182611533702,0.007604611584320652
27-3092.00,2024.0,2035.0,Baseline,8.0,8,8659,D9,0.081086,0.0904610393133296,0.0955603151045438,0.005099275791214192,0.007237157552271896
27-3092.00,2024.0,2035.0,Baseline,8.0,9,8654,D9,0.070785,0.078969053446884,0.0834205276456495,0.004451474198765501,0.00631776382282475
27-3092.00,2024.0,2035.0,Baseline,8.0,10,21185,D7,0.068376,0.0762815285510227,0.0805815073574759,0.004299978806453206,0.00610275367873795
27-3092.00,2024.0,2035.0,Fast,0.5,1,8653,D8,0.097478,0.0900024361554359,0.0856808808022303,-0.004321555353205608,0.005898559598884849
27-3092.00,2024.0,2035.0,Fast,0.5,2,8662,D2,0.059844,0.0669162497675505,0.0710045650220286,0.0040883152544781,0.005580282511014303
27-3092.00,2024.0,2035.0,Fast,0.5,3,21183,D8,0.086698,0.0800491517040151,0.0762055130777382,-0.0038436386262769018,0.005246243461130902
27-3092.00,2024.0,2035.0,Fast,0.5,4,8663,D8,0.08669,0.0800417652220474,0.0761984812649556,-0.0038432839570917976,0.005245759367522203
27-3092.00,2024.0,2035.0,Fast,0.5,5,8656,D8,0.075418,0.0696342121296156,0.0662906570543364,-0.0033435550752791976,0.0045636714728318
27-3092.00,2024.0,2035.0,Fast,0.5,6,8657,D8,0.066548,0.0614444502479734,0.0584941346316791,-0.0029503156162943023,0.0040269326841604475
27-3092.00,2024.0,2035.0,Fast,0.5,7,8655,D9,0.085203,0.0891759614845071,0.0914726151209629,0.0022966536364558005,0.0031348075604814493
27-3092.00,2024.0,2035.0,Fast,0.5,8,8659,D9,0.081086,0.0848669884033748,0.0870526679776345,0.002185679574259705,0.002983333988817248
27-3092.00,2024.0,2035.0,Fast,0.5,9,8654,D9,0.070785,0.0740856593509716,0.0759936746515657,0.0019080153005941042,0.0026043373257828503
27-3092.00,2024.0,2035.0,Fast,0.5,10,21185,D7,0.068376,0.0715643292192136,0.073407409733354,0.0018430805141403939,0.0025157048666769946
27-3092.00,2024.0,2035.0,Fast,1.0,1,8662,D2,0.059844,0.0743972760023584,0.0833311793791725,0.0089339033768141,0.011743589689586251
27-3092.00,2024.0,2035.0,Fast,1.0,2,8653,D8,0.097478,0.0832360925880205,0.0744932350508219,-0.008742857537198612,0.011492382474589051
27-3092.00,2024.0,2035.0,Fast,1.0,3,21183,D8,0.086698,0.0740310916842385,0.0662550985087523,-0.007775993175486204,0.010221450745623847
27-3092.00,2024.0,2035.0,Fast,1.0,4,8663,D8,0.08669,0.0740242605147366,0.0662489848638231,-0.007775275650913502,0.010220507568088455
27-3092.00,2024.0,2035.0,Fast,1.0,5,8656,D8,0.075418,0.064399142686589,0.057634859158609,-0.006764283527980003,0.0088915704206955
27-3092.00,2024.0,2035.0,Fast,1.0,6,8657,D8,0.066548,0.0568250835013807,0.050856355343381,-0.005968728157999696,0.007845822328309496
27-3092.00,2024.0,2035.0,Fast,1.0,7,8655,D9,0.085203,0.0925973951045015,0.0971366013857058,0.0045392062812043,0.005966800692852901
27-3092.00,2024.0,2035.0,Fast,1.0,8,8659,D9,0.081086,0.0881230987106511,0.0924429710216934,0.0043198723110422915,0.005678485510846695
27-3092.00,2024.0,2035.0,Fast,1.0,9,8654,D9,0.070785,0.0769281200482628,0.0806992045947582,0.0037710845464953985,0.0049571022973790985
27-3092.00,2024.0,2035.0,Fast,1.0,10,21185,D7,0.068376,0.0743100534918418,0.0779527980980602,0.0036427446062183982,0.004788399049030098
27-3092.00,2024.0,2035.0,Fast,2.0,1,8662,D2,0.059844,0.0906342265972339,0.1113041720641362,0.020669945466902304,0.0257300860320681
27-3092.00,2024.0,2035.0,Fast,2.0,2,8653,D8,0.097478,0.0718266819642455,0.0546064647413065,-0.017220217222939004,0.021435767629346746
27-3092.00,2024.0,2035.0,Fast,2.0,3,21183,D8,0.086698,0.0638834370107732,0.0485675873544984,-0.015315849656274805,0.0190652063227508
27-3092.00,2024.0,2035.0,Fast,2.0,4,8663,D8,0.08669,0.0638775422093235,0.0485631058128384,-0.015314436396485095,0.0190634470935808
27-3092.00,2024.0,2035.0,Fast,2.0,5,8656,D8,0.075418,0.0555717669666947,0.0422486136139421,-0.013323153352752595,0.016584693193028948
27-3092.00,2024.0,2035.0,Fast,2.0,6,8657,D8,0.066548,0.0490359058593386,0.0372797042984516,-0.011756201560886997,0.014634147850774198
27-3092.00,2024.0,2035.0,Fast,2.0,7,8655,D9,0.085203,0.0977813160957322,0.1062252894169978,0.008443973321265605,0.010511144708498898
27-3092.00,2024.0,2035.0,Fast,2.0,8,8659,D9,0.081086,0.0930565331847299,0.1010924946030854,0.008035961418355511,0.0100032473015427
27-3092.00,2024.0,2035.0,Fast,2.0,9,8654,D9,0.070785,0.0812348210724553,0.0882499103480182,0.007015089275562894,0.008732455174009099
27-3092.00,2024.0,2035.0,Fast,2.0,10,21185,D7,0.068376,0.0784701861361899,0.0852465334457313,0.0067763473095413945,0.008435266722865646
27-3092.00,2024.0,2035.0,Fast,4.0,1,8662,D2,0.059844,0.1289920942765404,0.1790467270929213,0.050054632816380895,0.059601363546460645
27-3092.00,2024.0,2035.0,Fast,4.0,2,8653,D8,0.097478,0.0562797902200107,0.026457306336198,-0.0298224838838127,0.035510346831901
27-3092.00,2024.0,2035.0,Fast,4.0,3,21183,D8,0.086698,0.0500558613481451,0.0235314178043835,-0.026524443543761603,0.03158329109780825
27-3092.00,2024.0,2035.0,Fast,4.0,4,8663,D8,0.08669,0.0500512424769971,0.0235292464585343,-0.026521996018462796,0.03158037677073285
27-3092.00,2024.0,2035.0,Fast,4.0,5,8656,D8,0.075418,0.0435432530295325,0.0204698201569932,-0.0230734328725393,0.0274740899215034
27-3092.00,2024.0,2035.0,Fast,4.0,6,8657,D8,0.066548,0.0384220796442404,0.0180623404466783,-0.0203597391975621,0.024242829776660847
27-3092.00,2024.0,2035.0,Fast,4.0,7,8655,D9,0.085203,0.1022222846684542,0.1145420821443986,0.012319797475944388,0.014669541072199296
27-3092.00,2024.0,2035.0,Fast,4.0,8,8659,D9,0.081086,0.0972829146230329,0.1090074207804972,0.011724506157464301,0.013960710390248599
27-3092.00,2024.0,2035.0,Fast,4.0,9,8654,D9,0.070785,0.0849242916359345,0.0951593404526983,0.010235048816763806,0.012187170226349152
27-3092.00,2024.0,2035.0,Fast,4.0,10,21185,D7,0.068376,0.0820340942982081,0.0919208174442848,0.009886723146076706,0.0117724087221424
27-3092.00,2024.0,2035.0,Fast,8.0,1,8662,D2,0.059844,0.2383088535798361,0.3526330026780468,0.1143241490982107,0.1463945013390234
27-3092.00,2024.0,2035.0,Fast,8.0,2,8653,D8,0.097478,0.0409432221693587,0.0047271070536,-0.0362161151157587,0.0463754464732
27-3092.00,2024.0,2035.0,Fast,8.0,3,21183,D8,0.086698,0.0364153498803736,0.0042043407469687,-0.0322110091334049,0.04124682962651565
27-3092.00,2024.0,2035.0,Fast,8.0,4,8663,D8,0.08669,0.0364119896783039,0.0042039527942365,-0.0322080368840674,0.04124302360288175
27-3092.00,2024.0,2035.0,Fast,8.0,5,8656,D8,0.075418,0.0316774649620293,0.0036573273945752,-0.028020137567454098,0.0358803363027124
27-3092.00,2024.0,2035.0,Fast,8.0,6,8657,D8,0.066548,0.0279518409171965,0.0032271848027552,-0.0247246561144413,0.031660407598622396
27-3092.00,2024.0,2035.0,Fast,8.0,7,8655,D9,0.085203,0.0950540405571076,0.101364540600721,0.006310500043613401,0.008080770300360501
27-3092.00,2024.0,2035.0,Fast,8.0,8,8659,D9,0.081086,0.0904610393133296,0.0964666166584518,0.006005577345122193,0.007690308329225896
27-3092.00,2024.0,2035.0,Fast,8.0,9,8654,D9,0.070785,0.078969053446884,0.0842116944992786,0.005242641052394595,0.006713347249639297
27-3092.00,2024.0,2035.0,Fast,8.0,10,21185,D7,0.068376,0.0762815285510227,0.0813457487191167,0.005064220168094005,0.00648487435955835
