soc,t_start,t_end,scenario,eta,rank,task_id,dims,w,p_start,p_end,Delta_p,r
17-2199.08,2024.0,2035.0,Slow,2.0,5,16516,D3,0.055595,0.0346214152049654,0.0295880612137984,-0.005033353991167,0.013003469393100799
17-2199.08,2024.0,2035.0,Slow,2.0,6,21058,D4,0.049448,0.0704122794155568,0.0754434254544799,0.005031146038923101,0.012997712727239954
17-2199.08,2024.0,2035.0,Slow,2.0,7,21057,D3,0.055456,0.0345348538826614,0.0295140844081735,-0.005020769474487898,0.012970957795913248
17-2199.08,2024.0,2035.0,Slow,2.0,8,16510,D4,0.045431,0.0646922072910565,0.0693146388493463,0.0046224315582898,0.01194181942467315
17-2199.08,2024.0,2035.0,Slow,2.0,9,16528,D3,0.049403,0.0307653885308194,0.0262926340164634,-0.004472754514356001,0.011555182991768302
17-2199.08,2024.0,2035.0,Slow,2.0,10,16523,D3,0.047755,0.0297391075296901,0.0254155564936585,-0.004323551036031603,0.01116972175317075
17-2199.08,2024.0,2035.0,Slow,4.0,1,16509,D1,0.064011,0.1169834513688908,0.124552491425958,0.007569040057067211,0.030270745712979004
17-2199.08,2024.0,2035.0,Slow,4.0,2,16511,D4,0.06139,0.1121934367458126,0.1194525542272353,0.007259117481422703,0.02903127711361765
17-2199.08,2024.0,2035.0,Slow,4.0,3,16520,D4,0.052357,0.095685156665589,0.1018761586850523,0.006191002019463307,0.02475957934252615
17-2199.08,2024.0,2035.0,Slow,4.0,4,21058,D4,0.049448,0.0903688069751904,0.0962158315919259,0.005847024616735502,0.02338391579596295
17-2199.08,2024.0,2035.0,Slow,4.0,5,16521,D3,0.060675,0.0199459138537652,0.01412629922782,-0.005819614625945199,0.02327435038609
17-2199.08,2024.0,2035.0,Slow,4.0,6,16510,D4,0.045431,0.0830275293174623,0.0883995600439409,0.005372030726478599,0.021484280021970448
17-2199.08,2024.0,2035.0,Slow,4.0,7,16516,D3,0.055595,0.0182759469419048,0.0129435781717454,-0.005332368770159399,0.0213257109141273
17-2199.08,2024.0,2035.0,Slow,4.0,8,21057,D3,0.055456,0.0182302529653795,0.0129112163160772,-0.0053190366493023,0.021272391841961398
17-2199.08,2024.0,2035.0,Slow,4.0,9,16519,D1,0.04146,0.07577031906632,0.0806727952152008,0.004902476148880799,0.019606397607600398
17-2199.08,2024.0,2035.0,Slow,4.0,10,16525,D4,0.040317,0.0736814267678925,0.0784487478217861,0.004767321053893603,0.01906587391089305
17-2199.08,2024.0,2035.0,Slow,8.0,1,16509,D1,0.064011,0.1470424125959333,0.1500023286752451,0.002959916079311814,0.04299566433762255
17-2199.08,2024.0,2035.0,Slow,8.0,2,16511,D4,0.06139,0.141021601119563,0.1438603202164206,0.002838719096857595,0.041235160108210295
17-2199.08,2024.0,2035.0,Slow,8.0,3,16520,D4,0.052357,0.1202715095262576,0.1226925360086518,0.0024210264823942007,0.0351677680043259
17-2199.08,2024.0,2035.0,Slow,8.0,4,21058,D4,0.049448,0.113589120901778,0.1158756330682776,0.0022865121664995963,0.033213816534138796
17-2199.08,2024.0,2035.0,Slow,8.0,5,16510,D4,0.045431,0.1043614979713775,0.1064622610808308,0.002100763109453299,0.030515630540415402
17-2199.08,2024.0,2035.0,Slow,8.0,6,16521,D3,0.060675,0.0041159310020058,0.0020997086607125,-0.0020162223412933,0.02928764566964375
17-2199.08,2024.0,2035.0,Slow,8.0,7,16519,D1,0.04146,0.0952395436132445,0.0971566847397426,0.001917141126498087,0.0278483423698713
17-2199.08,2024.0,2035.0,Slow,8.0,8,16525,D4,0.040317,0.0926139093066854,0.0944781972660926,0.0018642879594072126,0.027080598633046304
17-2199.08,2024.0,2035.0,Slow,8.0,9,16522,D4,0.040167,0.0922693378753785,0.0941266897236189,0.0018573518482404017,0.02697984486180945
17-2199.08,2024.0,2035.0,Slow,8.0,10,16516,D3,0.055595,0.003771325654001,0.0019239110505531,-0.0018474146034478999,0.02683554447472345
17-2199.08,2024.0,2035.0,Baseline,0.5,1,16509,D1,0.064011,0.0704666044907757,0.0732850226597565,0.0028184181689808047,0.004637011329878253
17-2199.08,2024.0,2035.0,Baseline,0.5,2,16511,D4,0.06139,0.0675812727451332,0.0702842877174619,0.0027030149723286934,0.004447143858730948
17-2199.08,2024.0,2035.0,Baseline,0.5,3,16521,D3,0.060675,0.0547791936508045,0.0522052267992525,-0.0025739668515519995,0.004234886600373751
17-2199.08,2024.0,2035.0,Baseline,0.5,4,16516,D3,0.055595,0.0501928186405682,0.0478343565538433,-0.0023584620867249037,0.0038803217230783497
17-2199.08,2024.0,2035.0,Baseline,0.5,5,21057,D3,0.055456,0.0500673253085952,0.0477147599073646,-0.0023525654012305983,0.003870620046317698
17-2199.08,2024.0,2035.0,Baseline,0.5,6,16520,D4,0.052357,0.0576372812692122,0.0599425712986342,0.002305290029422001,0.0037927856493171
17-2199.08,2024.0,2035.0,Baseline,0.5,7,21058,D4,0.049448,0.0544349042955098,0.0566121104260149,0.002177206130505094,0.003582055213007449
17-2199.08,2024.0,2035.0,Baseline,0.5,8,16528,D3,0.049403,0.0446024969745479,0.0425067131366044,-0.002095783837943496,0.0034481434316977998
17-2199.08,2024.0,2035.0,Baseline,0.5,9,16523,D3,0.047755,0.0431146335854003,0.0410887615294323,-0.002025872055967999,0.0033331192352838504
17-2199.08,2024.0,2035.0,Baseline,0.5,10,16510,D4,0.045431,0.0500127838749657,0.0520131206270078,0.0020003367520421006,0.003291060313503902
17-2199.08,2024.0,2035.0,Baseline,1.0,1,16509,D1,0.064011,0.0772230236445336,0.0825850293398369,0.005362005695303304,0.00928701466991845
17-2199.08,2024.0,2035.0,Baseline,1.0,2,16511,D4,0.06139,0.0740610429697696,0.0792034955112806,0.0051424525415109945,0.0089067477556403
17-2199.08,2024.0,2035.0,Baseline,1.0,3,16521,D3,0.060675,0.0489312250825395,0.0441651453913907,-0.004766079691148797,0.00825492730430465
17-2199.08,2024.0,2035.0,Baseline,1.0,4,16520,D4,0.052357,0.0631636101444572,0.0675493959029829,0.00438578575852569,0.007596197951491447
17-2199.08,2024.0,2035.0,Baseline,1.0,5,16516,D3,0.055595,0.0448344698551921,0.0404674290570147,-0.004367040798177402,0.00756378547149265
17-2199.08,2024.0,2035.0,Baseline,1.0,6,21057,D3,0.055456,0.0447223735999557,0.0403662513856607,-0.004356122214295002,0.007544874307169651
17-2199.08,2024.0,2035.0,Baseline,1.0,7,21058,D4,0.049448,0.0596541855802112,0.0637962933057795,0.004142107725568306,0.007174146652889752
17-2199.08,2024.0,2035.0,Baseline,1.0,8,16528,D3,0.049403,0.039840944585953,0.0359602913518068,-0.0038806532341462002,0.0067213543240966026
17-2199.08,2024.0,2035.0,Baseline,1.0,9,16510,D4,0.045431,0.0548080671633752,0.058613683084753,0.0038056159213778057,0.006591341542376502
17-2199.08,2024.0,2035.0,Baseline,1.0,10,16523,D3,0.047755,0.0385119184807033,0.0347607172338832,-0.0037512012468201017,0.006497141383058399
17-2199.08,2024.0,2035.0,Baseline,2.0,1,16509,D1,0.064011,0.091149498820361,0.1002097521669095,0.009060253346548502,0.01809937608345475
17-2199.08,2024.0,2035.0,Baseline,2.0,2,16511,D4,0.06139,0.0874172834759957,0.0961065548972298,0.008689271421234102,0.0173582774486149
17-2199.08,2024.0,2035.0,Baseline,2.0,3,16521,D3,0.060675,0.0377849513006794,0.0301430915644229,-0.007641859736256501,0.01526595421778855
17-2199.08,2024.0,2035.0,Baseline,2.0,4,16520,D4,0.052357,0.0745545970182881,0.0819653183703251,0.007410721352037006,0.01480415918516255
17-2199.08,2024.0,2035.0,Baseline,2.0,5,16516,D3,0.055595,0.0346214152049654,0.0276193683646327,-0.007002046840332701,0.013987815817683649
17-2199.08,2024.0,2035.0,Baseline,2.0,6,21058,D4,0.049448,0.0704122794155568,0.0774112547085554,0.006998975292998588,0.013981627354277697
17-2199.08,2024.0,2035.0,Baseline,2.0,7,21057,D3,0.055456,0.0345348538826614,0.0275503137337723,-0.0069845401488891,0.01395284313311385
17-2199.08,2024.0,2035.0,Baseline,2.0,8,16510,D4,0.045431,0.0646922072910565,0.0711226078438841,0.006430400552827606,0.012845803921942053
17-2199.08,2024.0,2035.0,Baseline,2.0,9,16528,D3,0.049403,0.0307653885308194,0.0245432081179594,-0.00622218041286,0.012429895941020301
17-2199.08,2024.0,2035.0,Baseline,2.0,10,16523,D3,0.047755,0.0297391075296901,0.023724488465744,-0.006014619063946101,0.012015255767127999
17-2199.08,2024.0,2035.0,Baseline,4.0,1,16509,D1,0.064011,0.1169834513688908,0.1272000491275888,0.010216597758698015,0.031594524563794406
17-2199.08,2024.0,2035.0,Baseline,4.0,2,16511,D4,0.06139,0.1121934367458126,0.1219917047998419,0.009798268054029294,0.030300852399920947
17-2199.08,2024.0,2035.0,Baseline,4.0,3,16520,D4,0.052357,0.095685156665589,0.1040416955237876,0.008356538858198606,0.0258423477618938
17-2199.08,2024.0,2035.0,Baseline,4.0,4,21058,D4,0.049448,0.0903688069751904,0.0982610493393481,0.007892242364157698,0.024406524669674048
17-2199.08,2024.0,2035.0,Baseline,4.0,5,16521,D3,0.060675,0.0199459138537652,0.0120906691601659,-0.0078552446935993,0.02429216541991705
17-2199.08,2024.0,2035.0,Baseline,4.0,6,16510,D4,0.045431,0.0830275293174623,0.0902786307340221,0.00725110141655981,0.022423815367011053
17-2199.08,2024.0,2035.0,Baseline,4.0,7,16516,D3,0.055595,0.0182759469419048,0.0110783807492283,-0.007197566192676499,0.02225830962538585
17-2199.08,2024.0,2035.0,Baseline,4.0,8,21057,D3,0.055456,0.0182302529653795,0.011050682306488,-0.0071795706588915,0.022202658846756
17-2199.08,2024.0,2035.0,Baseline,4.0,9,16519,D1,0.04146,0.07577031906632,0.0823876214530289,0.0066173023867089065,0.02046381072651445
17-2199.08,2024.0,2035.0,Baseline,4.0,10,16525,D4,0.040317,0.0736814267678925,0.0801162984592804,0.0064348716913879,0.019899649229640198
17-2199.08,2024.0,2035.0,Baseline,8.0,1,16509,D1,0.064011,0.1470424125959333,0.1509107101112455,0.0038682975153122023,0.043449855055622745
17-2199.08,2024.0,2035.0,Baseline,8.0,2,16511,D4,0.06139,0.141021601119563,0.1447315069867579,0.0037099058671949126,0.041670753493378954
17-2199.08,2024.0,2035.0,Baseline,8.0,3,16520,D4,0.052357,0.1202715095262576,0.1234355352875987,0.0031640257613410883,0.03553926764379935
17-2199.08,2024.0,2035.0,Baseline,8.0,4,21058,D4,0.049448,0.113589120901778,0.1165773506675551,0.0029882297657771034,0.03356467533377755
17-2199.08,2024.0,2035.0,Baseline,8.0,5,16510,D4,0.045431,0.1043614979713775,0.1071069733493305,0.0027454753779529995,0.030837986674665252
17-2199.08,2024.0,2035.0,Baseline,8.0,6,16521,D3,0.060675,0.0041159310020058,0.0014809414738719,-0.0026349895281339,0.02959702926306405
17-2199.08,2024.0,2035.0,Baseline,8.0,7,16519,D1,0.04146,0.0952395436132445,0.0977450444644239,0.0025055008511793986,0.028142522232211954
17-2199.08,2024.0,2035.0,Baseline,8.0,8,16525,D4,0.040317,0.0926139093066854,0.0950503366539358,0.0024364273472504,0.027366668326967897
17-2199.08,2024.0,2035.0,Baseline,8.0,9,16522,D4,0.040167,0.0922693378753785,0.0946967004583337,0.0024273625829552004,0.02726485022916685
17-2199.08,2024.0,2035.0,Baseline,8.0,10,16516,D3,0.055595,0.003771325654001,0.0013569499998336,-0.0024143756541674,0.0271190250000832
17-2199.08,2024.0,2035.0,Fast,0.5,1,16509,D1,0.064011,0.0704666044907757,0.0737454271715619,0.003278822680786206,0.004867213585780954
17-2199.08,2024.0,2035.0,Fast,0.5,2,16511,D4,0.06139,0.0675812727451332,0.0707258404658916,0.0031445677207583983,0.0046679202329458006
17-2199.08,2024.0,2035.0,Fast,0.5,3,16521,D3,0.060675,0.0547791936508045,0.0517847547895505,-0.0029944388612540007,0.0044451226052247515
17-2199.08,2024.0,2035.0,Fast,0.5,4,16516,D3,0.055595,0.0501928186405682,0.0474490884635363,-0.002743730177031903,0.004072955768231849
17-2199.08,2024.0,2035.0,Fast,0.5,5,21057,D3,0.055456,0.0500673253085952,0.0473304550739071,-0.0027368702346880977,0.004062772463046448
17-2199.08,2024.0,2035.0,Fast,0.5,6,16520,D4,0.052357,0.0576372812692122,0.0603191534333391,0.0026818721641269014,0.00398107671666955
17-2199.08,2024.0,2035.0,Fast,0.5,7,21058,D4,0.049448,0.0544349042955098,0.0569677693330739,0.0025328650375641,0.003759884666536952
17-2199.08,2024.0,2035.0,Fast,0.5,8,16528,D3,0.049403,0.0446024969745479,0.0421643550204889,-0.0024381419540589963,0.00361932248975555
17-2199.08,2024.0,2035.0,Fast,0.5,9,16523,D3,0.047755,0.0431146335854003,0.040757823897404,-0.0023568096879963,0.003498588051298001
17-2199.08,2024.0,2035.0,Fast,0.5,10,16510,D4,0.045431,0.0500127838749657,0.052339886923048,0.002327103048082299,0.003454443461524001
17-2199.08,2024.0,2035.0,Fast,1.0,1,16509,D1,0.064011,0.0772230236445336,0.0834392149717967,0.006216191327263101,0.009714107485898349
17-2199.08,2024.0,2035.0,Fast,1.0,2,16511,D4,0.06139,0.0740610429697696,0.0800227055837059,0.005961662613936297,0.009316352791852951
17-2199.08,2024.0,2035.0,Fast,1.0,3,16521,D3,0.060675,0.0489312250825395,0.0434058927862469,-0.0055253322962925955,0.008634553606876549
17-2199.08,2024.0,2035.0,Fast,1.0,4,16520,D4,0.052357,0.0631636101444572,0.068248066399187,0.005084456254729794,0.007945533199593499
17-2199.08,2024.0,2035.0,Fast,1.0,5,16516,D3,0.055595,0.0448344698551921,0.0397717446963559,-0.005062725158836198,0.007911627651822049
17-2199.08,2024.0,2035.0,Fast,1.0,6,21057,D3,0.055456,0.0447223735999557,0.0396723063923215,-0.0050500672076342,0.00789184680383925
17-2199.08,2024.0,2035.0,Fast,1.0,7,21058,D4,0.049448,0.0596541855802112,0.0644561450676509,0.004801959487439708,0.007504072533825453
17-2199.08,2024.0,2035.0,Fast,1.0,8,16528,D3,0.049403,0.039840944585953,0.0353420901741896,-0.004498854411763398,0.007030454912905201
17-2199.08,2024.0,2035.0,Fast,1.0,9,16510,D4,0.045431,0.0548080671633752,0.0592199305648044,0.004411863401429204,0.006894465282402201
17-2199.08,2024.0,2035.0,Fast,1.0,10,16523,D3,0.047755,0.0385119184807033,0.0341631381954218,-0.004348780285281503,0.0067959309022891
17-2199.08,2024.0,2035.0,Fast,2.0,1,16509,D1,0.064011,0.091149498820361,0.1015680915606231,0.010418592740262106,0.018778545780311552
17-2199.08,2024.0,2035.0,Fast,2.0,2,16511,D4,0.06139,0.0874172834759957,0.0974092756074214,0.009991992131425695,0.018009637803710697
17-2199.08,2024.0,2035.0,Fast,2.0,3,16521,D3,0.060675,0.0377849513006794,0.0289974018442844,-0.008787549456395004,0.0158387990778578
17-2199.08,2024.0,2035.0,Fast,2.0,4,16520,D4,0.052357,0.0745545970182881,0.0830763551552006,0.008521758136912513,0.015359677577600303
17-2199.08,2024.0,2035.0,Fast,2.0,5,16516,D3,0.055595,0.0346214152049654,0.0265696012448783,-0.008051813960087102,0.01451269937756085
17-2199.08,2024.0,2035.0,Fast,2.0,6,21058,D4,0.049448,0.0704122794155568,0.0784605613330473,0.00804828191749049,0.014506280666523649
17-2199.08,2024.0,2035.0,Fast,2.0,7,21057,D3,0.055456,0.0345348538826614,0.0265031712678473,-0.0080316826148141,0.01447641436607635
17-2199.08,2024.0,2035.0,Fast,2.0,8,16510,D4,0.045431,0.0646922072910565,0.0720866720983998,0.007394464807343307,0.013327836049199904
17-2199.08,2024.0,2035.0,Fast,2.0,9,16528,D3,0.049403,0.0307653885308194,0.0236103608292242,-0.0071550277015952,0.012896319585387901
17-2199.08,2024.0,2035.0,Fast,2.0,10,16523,D3,0.047755,0.0297391075296901,0.0228227593749287,-0.006916348154761401,0.012466120312535649
17-2199.08,2024.0,2035.0,Fast,4.0,1,16509,D1,0.064011,0.1169834513688908,0.1285484849233115,0.011565033554420706,0.03226874246165575
17-2199.08,2024.0,2035.0,Fast,4.0,2,16511,D4,0.06139,0.1121934367458126,0.1232849274256314,0.011091490679818794,0.030947463712815697
17-2199.08,2024.0,2035.0,Fast,4.0,3,16520,D4,0.052357,0.095685156665589,0.1051446317840655,0.009459475118476501,0.026393815892032747
17-2199.08,2024.0,2035.0,Fast,4.0,4,21058,D4,0.049448,0.0903688069751904,0.0993027055113637,0.00893389853617331,0.024927352755681854
17-2199.08,2024.0,2035.0,Fast,4.0,5,16521,D3,0.060675,0.0199459138537652,0.0110538961189652,-0.0088920177348,0.0248105519405174
17-2199.08,2024.0,2035.0,Fast,4.0,6,16510,D4,0.045431,0.0830275293174623,0.0912356660347591,0.00820813671729681,0.022902333017379553
17-2199.08,2024.0,2035.0,Fast,4.0,7,16516,D3,0.055595,0.0182759469419048,0.0101284112852719,-0.008147535656632898,0.02273329435736405
17-2199.08,2024.0,2035.0,Fast,4.0,8,21057,D3,0.055456,0.0182302529653795,0.010103087979783,-0.008127164985596501,0.0226764560101085
17-2199.08,2024.0,2035.0,Fast,4.0,9,16519,D1,0.04146,0.07577031906632,0.0832610049041648,0.007490685837844804,0.0209005024520824
17-2199.08,2024.0,2035.0,Fast,4.0,10,16525,D4,0.040317,0.0736814267678925,0.0809656038282974,0.007284177060404906,0.0203243019141487
17-2199.08,2024.0,2035.0,Fast,8.0,1,16509,D1,0.064011,0.1470424125959333,0.1513515240568518,0.004309111460918502,0.043670262028425895
17-2199.08,2024.0,2035.0,Fast,8.0,2,16511,D4,0.06139,0.141021601119563,0.1451542713260242,0.004132670206461214,0.041882135663012104
17-2199.08,2024.0,2035.0,Fast,8.0,3,16520,D4,0.052357,0.1202715095262576,0.1237960935627406,0.0035245840364829945,0.0357195467813703
17-2199.08,2024.0,2035.0,Fast,8.0,4,21058,D4,0.049448,0.113589120901778,0.1169178760144851,0.0033287551127070963,0.033734938007242546
17-2199.08,2024.0,2035.0,Fast,8.0,5,16510,D4,0.045431,0.1043614979713775,0.1074198354880698,0.0030583375166922944,0.0309944177440349
17-2199.08,2024.0,2035.0,Fast,8.0,6,16521,D3,0.060675,0.0041159310020058,0.0011806698101929,-0.0029352611918128995,0.02974716509490355
17-2199.08,2024.0,2035.0,Fast,8.0,7,16519,D1,0.04146,0.0952395436132445,0.0980305601755491,0.002791016562304599,0.028285280087774554
17-2199.08,2024.0,2035.0,Fast,8.0,8,16525,D4,0.040317,0.0926139093066854,0.0953279810563824,0.0027140717496970113,0.027505490528191203
17-2199.08,2024.0,2035.0,Fast,8.0,9,16522,D4,0.040167,0.0922693378753785,0.0949733118806387,0.002703974005260207,0.027403155940319352
17-2199.08,2024.0,2035.0,Fast,8.0,10,16516,D3,0.055595,0.003771325654001,0.0010818185100564,-0.0026895071439446,0.0272565907449718
