O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-9131.00	5263	FT	7	3.05	78	1.8878	0.8760	10.0839	N	07/2016	Incumbent
11-9131.00	5263	IM	n/a	4.43	78	0.0908	4.2539	4.6156	N	07/2016	Incumbent
11-9131.00	5263	RT	n/a	85.91	86	5.2125	72.1476	93.4905	N	07/2016	Incumbent
11-9131.00	5265	FT	1	0.00	73	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9131.00	5265	FT	2	0.00	73	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9131.00	5265	FT	3	4.57	73	3.0469	1.1773	16.1608	N	07/2016	Incumbent
11-9131.00	5265	FT	4	9.20	73	3.0194	4.6967	17.2361	N	07/2016	Incumbent
11-9131.00	5265	FT	5	63.72	73	6.0732	50.9918	74.7840	N	07/2016	Incumbent
11-9131.00	5265	FT	6	15.28	73	3.9130	8.9864	24.7831	N	07/2016	Incumbent
11-9131.00	5265	FT	7	7.22	73	3.4223	2.7364	17.7285	N	07/2016	Incumbent
11-9131.00	5265	IM	n/a	4.32	74	0.1052	4.1069	4.5261	N	07/2016	Incumbent
11-9131.00	5265	RT	n/a	80.76	86	7.2139	62.5146	91.3550	N	07/2016	Incumbent
11-9131.00	5266	FT	1	2.53	81	1.7182	0.6421	9.4132	N	07/2016	Incumbent
11-9131.00	5266	FT	2	21.19	81	4.3568	13.7912	31.1236	N	07/2016	Incumbent
11-9131.00	5266	FT	3	26.90	81	4.8897	18.3221	37.6384	N	07/2016	Incumbent
11-9131.00	5266	FT	4	25.93	81	5.7465	16.1804	38.8390	N	07/2016	Incumbent
11-9131.00	5266	FT	5	13.80	81	3.9293	7.6586	23.5994	N	07/2016	Incumbent
11-9131.00	5266	FT	6	8.75	81	4.7863	2.8266	24.0199	N	07/2016	Incumbent
11-9131.00	5266	FT	7	0.91	81	0.9089	0.1219	6.4139	N	07/2016	Incumbent
11-9131.00	5266	IM	n/a	3.78	80	0.1364	3.5064	4.0494	N	07/2016	Incumbent
11-9131.00	5266	RT	n/a	94.92	86	2.3485	87.6456	98.0070	N	07/2016	Incumbent
11-9131.00	5270	FT	1	30.29	41	7.2875	17.7856	46.6071	N	07/2016	Incumbent
11-9131.00	5270	FT	2	44.06	41	9.1600	27.0935	62.5362	N	07/2016	Incumbent
11-9131.00	5270	FT	3	4.26	41	2.5448	1.2475	13.5704	N	07/2016	Incumbent
11-9131.00	5270	FT	4	13.68	41	6.2184	5.1804	31.4770	N	07/2016	Incumbent
11-9131.00	5270	FT	5	1.13	41	1.1544	0.1412	8.4490	N	07/2016	Incumbent
11-9131.00	5270	FT	6	6.58	41	5.0867	1.3054	27.2768	N	07/2016	Incumbent
11-9131.00	5270	FT	7	0.00	41	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9131.00	5270	IM	n/a	4.10	42	0.1552	3.7902	4.4170	N	07/2016	Incumbent
11-9131.00	5270	RT	n/a	43.09	85	6.1382	31.5227	55.4709	N	07/2016	Incumbent
11-9131.00	5269	FT	1	8.20	61	4.2769	2.7837	21.7716	N	07/2016	Incumbent
11-9131.00	5269	FT	2	15.12	61	5.1436	7.3953	28.4204	N	07/2016	Incumbent
11-9131.00	5269	FT	3	13.55	61	4.3181	6.9755	24.6794	N	07/2016	Incumbent
11-9131.00	5269	FT	4	19.17	61	6.9649	8.8020	36.8217	N	07/2016	Incumbent
11-9131.00	5269	FT	5	24.62	61	5.5529	15.2174	37.2721	N	07/2016	Incumbent
11-9131.00	5269	FT	6	17.95	61	4.2759	10.9021	28.1075	N	07/2016	Incumbent
11-9131.00	5269	FT	7	1.40	61	1.3897	0.1907	9.5919	N	07/2016	Incumbent
11-9131.00	5269	IM	n/a	3.96	60	0.1842	3.5923	4.3294	N	07/2016	Incumbent
11-9131.00	5269	RT	n/a	62.01	85	8.3695	44.6079	76.7901	N	07/2016	Incumbent
11-9131.00	5268	FT	1	20.31	25	9.2709	7.2442	45.3906	N	07/2016	Incumbent
11-9131.00	5268	FT	2	9.19	25	4.8675	2.9462	25.2204	N	07/2016	Incumbent
11-9131.00	5268	FT	3	16.08	25	7.5941	5.6551	37.9688	N	07/2016	Incumbent
11-9131.00	5268	FT	4	9.61	25	5.6114	2.7236	28.7402	N	07/2016	Incumbent
11-9131.00	5268	FT	5	39.68	25	12.0977	18.8191	65.1236	N	07/2016	Incumbent
11-9131.00	5268	FT	6	1.84	25	1.8826	0.2188	13.8539	N	07/2016	Incumbent
11-9131.00	5268	FT	7	3.30	25	3.0799	0.4628	20.0152	N	07/2016	Incumbent
11-9131.00	5268	IM	n/a	3.44	24	0.3174	2.7884	4.1014	N	07/2016	Incumbent
11-9131.00	5268	RT	n/a	25.32	86	4.5675	17.3349	35.4010	N	07/2016	Incumbent
11-9131.00	5267	FT	1	27.14	29	10.0611	11.6121	51.3677	N	07/2016	Incumbent
11-9131.00	5267	FT	2	2.36	29	2.3945	0.2876	16.8689	N	07/2016	Incumbent
11-9131.00	5267	FT	3	3.40	29	2.4688	0.7475	14.1036	N	07/2016	Incumbent
11-9131.00	5267	FT	4	34.00	29	10.6517	16.3045	57.6634	N	07/2016	Incumbent
11-9131.00	5267	FT	5	20.07	29	6.7680	9.5711	37.3410	N	07/2016	Incumbent
11-9131.00	5267	FT	6	9.99	29	7.9180	1.7944	40.2625	N	07/2016	Incumbent
11-9131.00	5267	FT	7	3.04	29	2.8570	0.4286	18.5885	N	07/2016	Incumbent
11-9131.00	5267	IM	n/a	3.37	29	0.3160	2.7197	4.0142	N	07/2016	Incumbent
11-9131.00	5267	RT	n/a	27.47	86	5.5114	17.9349	39.6321	N	07/2016	Incumbent
11-9131.00	5271	FT	1	19.15	42	6.4884	9.2261	35.5749	N	07/2016	Incumbent
11-9131.00	5271	FT	2	40.19	42	6.6557	27.7557	54.0343	N	07/2016	Incumbent
11-9131.00	5271	FT	3	15.80	42	5.8053	7.2141	31.1766	N	07/2016	Incumbent
11-9131.00	5271	FT	4	14.60	42	6.1471	5.9427	31.6345	N	07/2016	Incumbent
11-9131.00	5271	FT	5	7.04	42	5.1764	1.5084	27.2293	N	07/2016	Incumbent
11-9131.00	5271	FT	6	3.21	42	2.2813	0.7492	12.7435	N	07/2016	Incumbent
11-9131.00	5271	FT	7	0.00	42	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9131.00	5271	IM	n/a	3.35	42	0.2088	2.9327	3.7762	N	07/2016	Incumbent
11-9131.00	5271	RT	n/a	40.99	85	5.7876	30.1532	52.7873	N	07/2016	Incumbent
11-9141.00	7228	FT	1	15.79	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	FT	2	21.05	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	FT	3	57.89	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	FT	4	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	FT	5	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	IM	n/a	4.63	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7228	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	2	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	3	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	4	30.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	5	35.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	6	20.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	FT	7	15.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	IM	n/a	4.55	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7224	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	1	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	2	10.53	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	3	21.05	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	4	31.58	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	5	15.79	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	6	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	FT	7	10.53	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	IM	n/a	4.47	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7223	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	1	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	2	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	3	52.63	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	4	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	5	31.58	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	6	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	IM	n/a	4.42	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7220	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	1	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	2	20.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	3	45.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	4	20.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	5	10.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	6	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	FT	7	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	IM	n/a	4.40	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7241	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	1	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	2	10.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	3	15.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	4	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	5	45.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	6	15.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	FT	7	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	IM	n/a	4.40	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7229	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	1	5.26	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	2	36.84	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	3	31.58	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	4	15.79	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	5	10.53	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	6	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	FT	7	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	IM	n/a	4.32	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7234	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	1	14.29	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	2	14.29	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	3	7.14	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	4	28.57	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	5	28.57	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	6	7.14	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	FT	7	0.00	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	IM	n/a	4.21	14	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7231	RT	n/a	70.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	1	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	2	5.88	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	3	35.29	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	4	11.76	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	5	47.06	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	6	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	FT	7	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	IM	n/a	4.06	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7236	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	1	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	2	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	3	16.67	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	4	27.78	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	5	38.89	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	6	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	IM	n/a	4.06	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7222	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	2	15.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	3	20.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	4	35.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	5	30.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	6	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	FT	7	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	IM	n/a	4.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7221	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	1	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	2	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	3	38.89	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	4	22.22	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	5	27.78	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	6	0.00	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	IM	n/a	3.89	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7226	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	1	18.75	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	2	37.50	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	3	25.00	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	4	12.50	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	5	6.25	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	6	0.00	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	FT	7	0.00	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	IM	n/a	3.88	16	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7238	RT	n/a	80.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	2	25.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	3	50.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	4	20.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	5	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	6	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	FT	7	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	IM	n/a	3.85	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7232	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	1	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	2	61.11	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	3	22.22	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	4	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	5	5.56	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	6	0.00	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	FT	7	0.00	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	IM	n/a	3.78	18	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7230	RT	n/a	90.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	1	33.33	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	2	33.33	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	3	13.33	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	4	13.33	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	5	6.67	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	6	0.00	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	FT	7	0.00	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	IM	n/a	3.60	15	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7239	RT	n/a	75.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	1	11.76	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	2	17.65	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	3	29.41	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	4	23.53	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	5	17.65	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	6	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	FT	7	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	IM	n/a	3.24	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7235	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	1	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	2	23.08	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	3	38.46	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	4	30.77	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	5	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	6	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	FT	7	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	IM	n/a	4.46	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7233	RT	n/a	65.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	1	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	2	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	3	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	4	15.38	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	5	53.85	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	6	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	FT	7	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	IM	n/a	4.08	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7240	RT	n/a	65.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	1	15.38	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	2	15.38	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	3	46.15	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	4	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	5	15.38	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	6	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	FT	7	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	IM	n/a	4.00	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7227	RT	n/a	65.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	1	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	2	30.77	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	3	7.69	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	4	38.46	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	5	23.08	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	6	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	FT	7	0.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	IM	n/a	4.00	13	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7237	RT	n/a	65.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	1	16.67	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	2	8.33	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	3	16.67	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	4	16.67	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	5	33.33	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	6	8.33	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	FT	7	0.00	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	IM	n/a	3.83	12	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7219	RT	n/a	60.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	1	33.33	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	2	66.67	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	3	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	4	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	5	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	6	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	FT	7	0.00	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	IM	n/a	3.78	9	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7245	RT	n/a	45.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	FT	1	18.18	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	FT	2	36.36	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	FT	3	36.36	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
11-9141.00	7225	FT	4	0.00	11	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
