"id","incident_id","name","country","category","subcategory"
"5349_0",2864,"Kent Grammar School","United Kingdom","State institutions / political system","Civil service / administration"
"5349_1",2864,"Kent Grammar School","United Kingdom","Education","Not available"
"5350_0",2865,"Gräbener Maschinentechnik GmbH","Germany","Critical infrastructure","Critical Manufacturing"
"5351_0",2866,"City administration Baden, Switzerland","Switzerland","State institutions / political system","Civil service / administration"
"5355_0",2867,"Municipality of Rio Grande","Puerto Rico","State institutions / political system","Civil service / administration"
"5356_0",2868,"Fred Hutchinson Cancer Center","United States","Critical infrastructure","Health"
"5356_1",2868,"Fred Hutchinson Cancer Center","United States","Critical infrastructure","Research"
"5357_0",2869,"The Hershey Company","United States","Critical infrastructure","Food"
"5358_0",2870,"Lac-Mégantic","Canada","State institutions / political system","Civil service / administration"
"5359_0",2871,"HTC Global Services","United States","Critical infrastructure","Telecommunications"
"5360_0",2873,"","United States","State institutions / political system","Civil service / administration"
"5366_0",2873,"","United States","Critical infrastructure","Telecommunications"
"5361_0",2874,"Service National Universel","France","State institutions / political system","Civil service / administration"
"5367_0",2877,"Not available","Ukraine","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5368_0",2878,"Newag SA","Poland","Critical infrastructure","Transportation"
"5370_0",2879,"Not available","Ukraine","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5369_0",2879,"Not available","Ukraine","Critical infrastructure","Food"
"5374_0",2881,"Greater Richmond Transit Company (GRTC)","United States","Critical infrastructure","Transportation"
"5372_0",2882,"Not available","Korea, Republic of","Critical infrastructure","Research"
"5373_0",2883,"Nissan Oceania","Australia","Critical infrastructure","Critical Manufacturing"
"5378_0",2885,"Not available","United States","State institutions / political system","Government / ministries"
"5378_1",2885,"Not available","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5378_2",2885,"Not available","United States","State institutions / political system","Intelligence agencies"
"5376_0",2886,"US Department of Energy (DoE)","United States","State institutions / political system","Government / ministries"
"5382_0",2890,"e-devlet","Turkey","State institutions / political system","Civil service / administration"
"5388_0",2892,"Not available","Europe (region)","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5386_0",2892,"Not available","Korea, Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5387_0",2892,"Not available","South America","Critical infrastructure","Food"
"5390_0",2894,"Not available","Korea, Republic of","Critical infrastructure","Defence industry"
"5391_0",2894,"Not available","Not available","Critical infrastructure","Health"
"5391_1",2894,"Not available","Not available","Critical infrastructure","Research"
"5392_0",2895," Province of Loyalty Island (La province des îles Loyauté)","New Caledonia","State institutions / political system","Civil service / administration"
"5393_0",2896,"University of Sherbrooke (UdeS)","Canada","State institutions / political system","Civil service / administration"
"5393_1",2896,"University of Sherbrooke (UdeS)","Canada","Critical infrastructure","Research"
"5393_2",2896,"University of Sherbrooke (UdeS)","Canada","Education","Not available"
"5394_0",2897,"Kyivstar","Ukraine","Critical infrastructure","Telecommunications"
"5395_0",2898,"Office.ed-it.ru","Russia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5396_0",2898,"Russian Federal Taxation Service (FNS)","Russia","State institutions / political system","Civil service / administration"
"5406_0",2899,"Not available","Saudi Arabia","Not available","Not available"
"5405_0",2899,"Not available","Azerbaijan","Not available","Not available"
"5397_0",2899,"Not available","Hungary","Not available","Not available"
"5399_0",2899,"Not available","Australia","Not available","Not available"
"5403_0",2899,"Not available","Kazakhstan","Not available","Not available"
"5402_0",2899,"Not available","Ukraine","Not available","Not available"
"5407_0",2899,"Not available","Latvia","Not available","Not available"
"5409_0",2899,"Not available","Italy","Not available","Not available"
"5400_0",2899,"Not available","Poland","Not available","Not available"
"5398_0",2899,"Not available","Belgium","Not available","Not available"
"5404_0",2899,"Not available","Turkey","Not available","Not available"
"5408_0",2899,"Not available","Romania","Not available","Not available"
"5401_0",2899,"Not available","Germany","Not available","Not available"
"5544_0",2900,"","Not available","Critical infrastructure","Energy"
"5410_0",2900,"Not available","United States","Critical infrastructure","Energy"
"5410_1",2900,"Not available","United States","Critical infrastructure","Water"
"5410_2",2900,"Not available","United States","Critical infrastructure","Transportation"
"5410_3",2900,"Not available","United States","Critical infrastructure","Telecommunications"
"5411_0",2901,"Monobank","Ukraine","Critical infrastructure","Finance"
"5412_0",2902,"HK1RBOXX","Not available","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5418_0",2925,"Not available","Philippines","State institutions / political system","Government / ministries"
"5417_0",2925,"Not available","Korea, Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5415_0",2925,"Not available","Australia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5416_0",2925,"Not available","Indonesia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5424_0",2926,"Not available","Israel","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5422_0",2927,"Not available","Israel","State institutions / political system","Civil service / administration"
"5421_0",2928,"Not available","Israel","Critical infrastructure","Health"
"5420_0",2929,"Not available","Israel","Unknown","Not available"
"7168_0",2930,"Not available","Not available","Critical infrastructure","Finance"
"7168_1",2930,"Not available","Not available","Critical infrastructure","Defence industry"
"5419_0",2930,"Not available","Not available","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5426_0",2931,"London Public Library (Ontario; Canada)","Canada","State institutions / political system","Civil service / administration"
"5426_1",2931,"London Public Library (Ontario; Canada)","Canada","State institutions / political system","Civil service / administration"
"5428_0",2933,"Campbell County School District","United States","State institutions / political system","Civil service / administration"
"5428_1",2933,"Campbell County School District","United States","Education","Not available"
"5441_0",2935,"Asper Biogene","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5440_0",2935,"Elva Hospital","Estonia","Critical infrastructure","Health"
"5469_0",2935,"Synlab Estonia OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5446_0",2935,"Ida-Viru Central Hospital","Estonia","Critical infrastructure","Health"
"5461_0",2935,"Mari Viik OÜ","Estonia","Critical infrastructure","Health"
"5436_0",2935,"OÜ Miltop","Estonia","Critical infrastructure","Health"
"5454_0",2935,"OÜ Silmalaser","Estonia","Critical infrastructure","Health"
"5434_0",2935,"Merelahe TK OÜ","Estonia","Critical infrastructure","Health"
"5435_0",2935,"Reveron Baltic OÜ","Estonia","Critical infrastructure","Health"
"5451_0",2935,"SA Tartu University Clinic","Estonia","Critical infrastructure","Health"
"5456_0",2935,"Linnamõisa Family Medical Center","Estonia","Critical infrastructure","Health"
"5470_0",2935,"Star Company OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5444_0",2935,"Läänemaa Hospital","Estonia","Critical infrastructure","Health"
"5459_0",2935,"Tallinn Children's Hospital","Estonia","Critical infrastructure","Health"
"5464_0",2935,"Stigma Private Clinic","Estonia","Critical infrastructure","Health"
"5431_0",2935," Jelena Pletnjova (mealmind)","Estonia","Critical infrastructure","Health"
"5453_0",2935,"Fitlap OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5437_0",2935,"Confido Medical Center","Estonia","Critical infrastructure","Health"
"5438_0",2935,"Sports Gene OÜ","Estonia","Critical infrastructure","Health"
"5448_0",2935,"Rakvere Hospital","Estonia","Critical infrastructure","Health"
"5466_0",2935,"LS Health OÜ","Estonia","Critical infrastructure","Health"
"5465_0",2935,"Selfdiagnostics OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5442_0",2935,"Western Tallinn Central Hospital","Estonia","Critical infrastructure","Health"
"5457_0",2935,"DNA-Test OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5447_0",2935,"MediTA Baltics OÜ","Estonia","Critical infrastructure","Health"
"5433_0",2935,"AS Clinic Elite","Estonia","Critical infrastructure","Health"
"5455_0",2935,"Bioclinic","Estonia","Critical infrastructure","Health"
"5449_0",2935,"Nova Vita Clinic","Estonia","Critical infrastructure","Health"
"5468_0",2935,"Renmar OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5458_0",2935,"Genorama OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5450_0",2935,"Biotheka OÜ","Estonia","Critical infrastructure","Health"
"5445_0",2935,"Pärnu Hospital","Estonia","Critical infrastructure","Health"
"5443_0",2935,"Northern Estonia Regional Hospital","Estonia","Critical infrastructure","Health"
"5439_0",2935,"Kuressaare Hospital","Estonia","Critical infrastructure","Health"
"5471_0",2935,"Nutrition Coach OÜ","Estonia","Critical infrastructure","Health"
"5452_0",2935,"Viljandi Hospital","Estonia","Critical infrastructure","Health"
"5432_0",2935,"Ida-Tallinn Central Hospital","Estonia","Critical infrastructure","Health"
"5467_0",2935,"Krista Turman OÜ ","Estonia","Critical infrastructure","Health"
"5463_0",2935,"Medifum Group OÜ","Estonia","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5460_0",2935,"Estonian Vegan Society","Estonia","Social groups","Advocacy / activists (e.g. human rights organizations)"
"5462_0",2935,"Innomedica OÜ","Estonia","Critical infrastructure","Health"
"5462_1",2935,"Innomedica OÜ","Estonia","Critical infrastructure","Research"
"5430_0",2936,"Not available","Iran, Islamic Republic of","Critical infrastructure","Energy"
"5475_0",2937,"ALPHV/BlackCat Ransomware Group","Not available","Social groups","Criminal"
"5474_0",2938,"Not available","Sudan","Critical infrastructure","Telecommunications"
"5473_0",2938,"Not available","Egypt","Critical infrastructure","Telecommunications"
"5472_0",2938,"Not available","Tanzania","Critical infrastructure","Telecommunications"
"5476_0",2940,"Xfinity","United States","Critical infrastructure","Telecommunications"
"5483_0",2944,"INTEGRIS Health","United States","Critical infrastructure","Health"
"5481_0",2945,"St Vincent's Health Australia","Australia","Critical infrastructure","Health"
"5482_0",2946,"Mint Mobile","United States","Critical infrastructure","Telecommunications"
"5484_0",2948,"Katholische Hospitalvereinigung Ostwestfalen gGmbH","Germany","Critical infrastructure","Health"
"5486_0",2948,"Franzikus Hospital Bielefeld","Germany","Critical infrastructure","Health"
"5485_0",2948,"Sankt Vinzenz Hospital Rheda-Wiedenbrück","Germany","Critical infrastructure","Health"
"5487_0",2948,"Mathilden Hospital Herford","Germany","Critical infrastructure","Health"
"5488_0",2949,"University of Innsbruck","Austria","State institutions / political system","Civil service / administration"
"5488_1",2949,"University of Innsbruck","Austria","Critical infrastructure","Research"
"5488_2",2949,"University of Innsbruck","Austria","Education","Not available"
"5492_0",2953,"National Insurance Board of Trinidad and Tobago (NIBTT)","Trinidad and Tobago","State institutions / political system","Civil service / administration"
"5493_0",2954,"Not available","Not available","End user(s) / specially protected groups","Not available"
"5494_0",2955,"Assembly of the Republic of Albania (Albanian Parliament)","Albania","State institutions / political system","Legislative"
"5495_0",2956,"Indian government","India","State institutions / political system","Government / ministries"
"5507_0",2957,"","United States","Critical infrastructure","Health"
"5505_0",2957,"","United States","Critical infrastructure","Health"
"5509_0",2957,"","United States","Critical infrastructure","Health"
"5501_0",2957,"","United States","Critical infrastructure","Health"
"5500_0",2957,"","United States","Critical infrastructure","Health"
"5499_0",2957,"","United States","Critical infrastructure","Health"
"5503_0",2957,"","United States","Critical infrastructure","Health"
"5506_0",2957,"","United States","Critical infrastructure","Health"
"5504_0",2957,"","United States","Critical infrastructure","Health"
"5508_0",2957,"","United States","Critical infrastructure","Health"
"5496_0",2957,"","United States","Critical infrastructure","Health"
"5502_0",2957,"","United States","Critical infrastructure","Health"
"5498_0",2957,"","United States","Critical infrastructure","Health"
"5497_0",2957,"","United States","Critical infrastructure","Health"
"5510_0",2958,"University of Buenos Aires (UBA)","Argentina","State institutions / political system","Civil service / administration"
"5510_1",2958,"University of Buenos Aires (UBA)","Argentina","Critical infrastructure","Research"
"5510_2",2958,"University of Buenos Aires (UBA)","Argentina","Education","Not available"
"5512_0",2960,"Westpole","Italy","State institutions / political system","Civil service / administration"
"5512_1",2960,"Westpole","Italy","Critical infrastructure","Digital Provider"
"5514_0",2961,"Not available","Ukraine","State institutions / political system","Government / ministries"
"5515_0",2962,"MongoDB","United States","Critical infrastructure","Digital Provider"
"5521_0",2967,"","United States","Critical infrastructure","Critical Manufacturing"
"5522_0",2968,"","Korea, Republic of","Critical infrastructure","Finance"
"5525_0",2970,"","Australia","State institutions / political system","Judiciary"
"5528_0",2970,"","Australia","State institutions / political system","Judiciary"
"5523_0",2970,"","Australia","State institutions / political system","Civil service / administration"
"5527_0",2970,"","Australia","State institutions / political system","Judiciary"
"5524_0",2970,"","Australia","State institutions / political system","Judiciary"
"5526_0",2970,"","Australia","State institutions / political system","Judiciary"
"5529_0",2972,"","United States","Critical infrastructure","Telecommunications"
"5531_0",2975,"","Ukraine","End user(s) / specially protected groups","Not available"
"5531_1",2975,"","Ukraine","End user(s) / specially protected groups","Not available"
"5532_0",2976,"","Spain","Critical infrastructure","Telecommunications"
"5533_0",2978,"Coop Sverige AB","Sweden","Critical infrastructure","Food"
"5537_0",2980,"","France","Critical infrastructure","Other"
"5538_0",2981,"","United States","State institutions / political system","Civil service / administration"
"5539_0",2982,"Not available","Ukraine","State institutions / political system","Government / ministries"
"5590_0",2983,"United States Securities and Exchange Commission","United States","State institutions / political system","Civil service / administration"
"5591_0",2983,"Hyundai MEA (Middle East & Africa)","Korea, Republic of","Critical infrastructure","Critical Manufacturing"
"5542_0",2983,"Mandiant ","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5540_0",2983,"Amina Gerba (Canadian Senator, Canada)","Canada","State institutions / political system","Legislative"
"5541_0",2983," Ubiratan Antunes Sanderson (Member of Brazilian parliament, Brazil)","Brazil","State institutions / political system","Legislative"
"5593_0",2983,"Netgear","United States","Critical infrastructure","Telecommunications"
"5592_0",2983,"CertiK","United States","Critical infrastructure","Finance"
"5543_0",2983,"The Green Grid","United States","Social groups","Advocacy / activists (e.g. human rights organizations)"
"5550_0",2984,"","United States","State institutions / political system","Civil service / administration"
"5550_1",2984,"","United States","State institutions / political system","Civil service / administration"
"5545_0",2985,"Beirut-Rafic Al Hariri International Airport","Lebanon","Critical infrastructure","Transportation"
"5547_0",2986,"Not available","Netherlands","Critical infrastructure","Telecommunications"
"5547_1",2986,"Not available","Netherlands","Media","Not available"
"5547_2",2986,"Not available","Netherlands","Critical infrastructure","Digital Provider"
"5554_0",2987,"Police Authority of Brunswick","Germany","State institutions / political system","Police"
"5546_0",2988,"Memorial University of Newfoundland (MUN)","Canada","State institutions / political system","Civil service / administration"
"5546_1",2988,"Memorial University of Newfoundland (MUN)","Canada","Critical infrastructure","Research"
"5546_2",2988,"Memorial University of Newfoundland (MUN)","Canada","Education","Not available"
"5553_0",2989,"Kaunas University of Technology","Lithuania","State institutions / political system","Civil service / administration"
"5553_1",2989,"Kaunas University of Technology","Lithuania","Critical infrastructure","Research"
"5553_2",2989,"Kaunas University of Technology","Lithuania","Education","Not available"
"5552_0",2990,"Kershaw County Public School District","United States","State institutions / political system","Civil service / administration"
"5552_1",2990,"Kershaw County Public School District","United States","Education","Not available"
"5548_0",2991,"Municipality of Saint-Philippe","France","State institutions / political system","Civil service / administration"
"5551_0",2992,"","United States","State institutions / political system","Civil service / administration"
"5551_1",2992,"","United States","State institutions / political system","Civil service / administration"
"5551_2",2992,"","United States","Education","Not available"
"5551_3",2992,"","United States","Education","Not available"
"5549_0",2993,"loanDepot","United States","Critical infrastructure","Finance"
"5555_0",2995,"Radiant Capital","Canada","Critical infrastructure","Finance"
"5559_0",2996,"CoinsPaid","Estonia","Critical infrastructure","Finance"
"5562_0",2997,"Federal Department of Defence, Civil Protection and Sport (Switzerland)","Switzerland","State institutions / political system","Government / ministries"
"5567_0",2997,"RUAG","Switzerland","Critical infrastructure","Defence industry"
"5561_0",2997,"Ultra Intelligence & Communications","United States","Critical infrastructure","Defence industry"
"5581_0",2998,"Metro Community Health Centers","United States","Critical infrastructure","Health"
"5588_0",2998," P.A, d/b/a Mid-Florida Cancer Centers","United States","Critical infrastructure","Health"
"5587_0",2998,"East Georgia Healthcare Center","United States","Critical infrastructure","Health"
"5579_0",2998,"Mid Florida Hematology & Oncology Centers","United States","Critical infrastructure","Health"
"5583_0",2998,"Compassion Health Care","United States","Critical infrastructure","Health"
"5582_0",2998,"Long Island Select Healthcare","United States","Critical infrastructure","Health"
"5584_0",2998,"Hudson Valley Regional Community Health Centers","United States","Critical infrastructure","Health"
"5580_0",2998,"Community Health Care Systems","United States","Critical infrastructure","Health"
"5589_0",2998,"Upstate Family Health Center","United States","Critical infrastructure","Health"
"5566_0",2998,"Honor Health","United States","Critical infrastructure","Health"
"5585_0",2998," Illinois Heath Practice Alliance","United States","Critical infrastructure","Health"
"5586_0",2998,"Advantage Care Diagnostic & Treatment Center, Inc.","United States","Critical infrastructure","Health"
"5564_0",2998,"Corewell Health","United States","Critical infrastructure","Health"
"5565_0",2998,"Innovative Health Alliance","United States","Critical infrastructure","Health"
"5563_0",2998,"HealthEC LLC","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5578_0",3001,"Xerox Business Solutions US","United States","Critical infrastructure","Critical Manufacturing"
"5606_0",3002,"Not available","Not available","Unknown","Not available"
"5607_0",3002,"Ministry of Foreign Affairs (Paraguay)","Paraguay","State institutions / political system","Government / ministries"
"5604_0",3002,"Tupi","Paraguay","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5605_0",3002,"Farmacenter","Paraguay","Critical infrastructure","Health"
"5594_0",3002,"Tigo Business","Paraguay","Critical infrastructure","Telecommunications"
"5594_1",3002,"Tigo Business","Paraguay","Critical infrastructure","Digital Provider"
"5595_0",3003,"Ministry of Justice (Finland)","Finland","State institutions / political system","Government / ministries"
"5596_0",3004,"Tshwane University of Technology","South Africa","State institutions / political system","Civil service / administration"
"5596_1",3004,"Tshwane University of Technology","South Africa","Education","Not available"
"5608_0",3007,"HMG Healthcare LLC","United States","Critical infrastructure","Health"
"5609_0",3008,"Juvenile Court of the Republic of Maldives","Maldives","State institutions / political system","Judiciary"
"5614_0",3010,"","Russia","Critical infrastructure","Water"
"5618_0",3011,"","Uruguay","Media","Not available"
"5616_0",3011,"","Uruguay","Media","Not available"
"5620_0",3011,"","Uruguay","Media","Not available"
"5619_0",3011,"","Uruguay","Media","Not available"
"5617_0",3011,"","Uruguay","Media","Not available"
"5615_0",3011,"","Uruguay","Media","Not available"
"5611_0",3013,"","United States","Critical infrastructure","Water"
"5612_0",3014,"Not available","New Caledonia","Critical infrastructure","Telecommunications"
"5624_0",3018,"Framework Computer","United States","Critical infrastructure","Critical Manufacturing"
"5623_0",3018,"Keating Consulting","United States","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5627_0",3020,"Soken Chemical & Engineering Co., Ltd.","Japan","Critical infrastructure","Critical Manufacturing"
"5628_0",3021,"RE&S","Singapore","Critical infrastructure","Food"
"5629_0",3022,"CHU Nantes","France","Critical infrastructure","Health"
"5638_0",3026,"Rhaetian Railway ","Switzerland","Critical infrastructure","Transportation"
"5630_0",3026,"Swiss government websites","Switzerland","State institutions / political system","Civil service / administration"
"5631_0",3027,"Foxsemicon","Taiwan","Critical infrastructure","Critical Manufacturing"
"5632_0",3028,"Lanbide","Spain","State institutions / political system","Civil service / administration"
"5634_0",3028,"Not available","Spain","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5633_0",3029,"Integrated Health Information System (IZIS)","Bosnia and Herzegovina","State institutions / political system","Civil service / administration"
"5633_1",3029,"Integrated Health Information System (IZIS)","Bosnia and Herzegovina","Critical infrastructure","Health"
"5635_0",3030,"Not available","Not available","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5636_0",3030,"Not available","Not available","State institutions / political system","Government / ministries"
"5636_1",3030,"Not available","Not available","State institutions / political system","Military"
"5637_0",3030,"Not available","Not available","Critical infrastructure","Telecommunications"
"5637_1",3030,"Not available","Not available","Critical infrastructure","Finance"
"5637_2",3030,"Not available","Not available","Critical infrastructure","Space"
"5647_0",3032,"Kansas State University","United States","State institutions / political system","Civil service / administration"
"5647_1",3032,"Kansas State University","United States","Critical infrastructure","Research"
"5647_2",3032,"Kansas State University","United States","Education","Not available"
"5642_0",3033,"Not available","Belgium","State institutions / political system","Civil service / administration"
"5642_1",3033,"Not available","Belgium","Critical infrastructure","Research"
"5642_2",3033,"Not available","Belgium","Education","Not available"
"5641_0",3033,"Not available","France","State institutions / political system","Civil service / administration"
"5641_1",3033,"Not available","France","Critical infrastructure","Research"
"5641_2",3033,"Not available","France","Education","Not available"
"5646_0",3033,"Not available","United States","State institutions / political system","Civil service / administration"
"5646_1",3033,"Not available","United States","Critical infrastructure","Research"
"5646_2",3033,"Not available","United States","Education","Not available"
"5645_0",3033,"Not available","United Kingdom","State institutions / political system","Civil service / administration"
"5645_1",3033,"Not available","United Kingdom","Critical infrastructure","Research"
"5645_2",3033,"Not available","United Kingdom","Education","Not available"
"5644_0",3033,"Not available","Israel","State institutions / political system","Civil service / administration"
"5644_1",3033,"Not available","Israel","Critical infrastructure","Research"
"5644_2",3033,"Not available","Israel","Education","Not available"
"5643_0",3033,"Not available","Palestine","State institutions / political system","Civil service / administration"
"5643_1",3033,"Not available","Palestine","Critical infrastructure","Research"
"5643_2",3033,"Not available","Palestine","Education","Not available"
"5648_0",3034,"Socket Technology","United Arab Emirates","Critical infrastructure","Finance"
"5649_0",3035,"National Railway Company of Belgium (NMBS/SNCB)","Belgium","Critical infrastructure","Transportation"
"5659_0",3036,"Microsoft","United States","Critical infrastructure","Digital Provider"
"5652_0",3037,"University West","Sweden","Critical infrastructure","Research"
"5666_0",3037,"Uppsala County","Sweden","State institutions / political system","Civil service / administration"
"5651_0",3037,"Stockholm University","Sweden","Critical infrastructure","Research"
"5650_0",3037,"Tietoevry","Finland","Critical infrastructure","Digital Provider"
"5656_0",3037,"Lunds Universitet","Sweden","Critical infrastructure","Research"
"5655_0",3037,"Swedish University of Agricultural Sciences","Sweden","Critical infrastructure","Research"
"5654_0",3037,"Malmö University","Sweden","Critical infrastructure","Research"
"5668_0",3037,"Loomis","Sweden","Critical infrastructure","Transportation"
"5669_0",3037,"Statens servicecenter","Sweden","State institutions / political system","Civil service / administration"
"5667_0",3037,"Vellinge municipality","Sweden","State institutions / political system","Civil service / administration"
"5653_0",3037,"Karolinska Institutet","Sweden","Critical infrastructure","Research"
"5657_0",3038,"Limburg.net","Belgium","State institutions / political system","Civil service / administration"
"5660_0",3039,"Elektroprivreda Srbije (EPS)","Serbia","State institutions / political system","Civil service / administration"
"5660_1",3039,"Elektroprivreda Srbije (EPS)","Serbia","Critical infrastructure","Energy"
"5658_0",3040,"HTX Global","Seychelles","Critical infrastructure","Finance"
"5664_0",3044,"Canton of Basel City","Switzerland","State institutions / political system","Civil service / administration"
"5665_0",3045,"Carnegie Mellon University","United States","Critical infrastructure","Research"
"5665_1",3045,"Carnegie Mellon University","United States","Education","Not available"
"5670_0",3046,"Ministry of Social Affairs (Lebanon)","Lebanon","State institutions / political system","Government / ministries"
"5671_0",3047,"Bjuv Municipality","Sweden","State institutions / political system","Civil service / administration"
"5673_0",3050,"Veolia North America","United States","Critical infrastructure","Water"
"5673_1",3050,"Veolia North America","United States","Critical infrastructure","Water"
"5673_2",3050,"Veolia North America","United States","Critical infrastructure","Waste Water Management"
"5673_3",3050,"Veolia North America","United States","Critical infrastructure","Waste Water Management"
"5675_0",3051,"AKADO Telekom","Russia","Critical infrastructure","Telecommunications"
"5674_0",3052,"Anani Sossou (Journalist, Togo)","Togo","Media","Not available"
"5677_0",3052,"Loic Lawson (Editor of the weekly newspaper Le Flambeau des Democrates, Togo)","Togo","Media","Not available"
"5678_0",3053,"Lev Group","Israel","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5676_0",3054,"Bucks County","United States","State institutions / political system","Civil service / administration"
"5679_0",3055,"Hewlett Packard Enterprise (HPE)","United States","Critical infrastructure","Critical Manufacturing"
"5679_1",3055,"Hewlett Packard Enterprise (HPE)","United States","Critical infrastructure","Digital Provider"
"5680_0",3056,"EquiLend","United States","Critical infrastructure","Finance"
"5682_0",3057,"","Czech Republic","State institutions / political system","Government / ministries"
"5683_0",3058,"Volkshochschule (VHS) Minden - Bad Oeynhausen","Germany","State institutions / political system","Civil service / administration"
"5683_1",3058,"Volkshochschule (VHS) Minden - Bad Oeynhausen","Germany","Education","Not available"
"5693_0",3070,"Research Center On Space Hydrometeorology Planeta","Russia","Critical infrastructure","Space"
"5693_1",3070,"Research Center On Space Hydrometeorology Planeta","Russia","Critical infrastructure","Research"
"5700_0",3073,"Bezirkskliniken Mittelfranken ","Germany","Critical infrastructure","Health"
"5701_0",3074,"Kansas City Area Transportation Authority (KCATA)","United States","Critical infrastructure","Transportation"
"5711_0",3075,"U.S. Agency for International Development in Colombia","United States","State institutions / political system","Government / ministries"
"5710_0",3076,"Southern Water","United Kingdom","Critical infrastructure","Waste Water Management"
"5702_0",3077,"Capital Health Communication Center (CCSC) (Canada)","Canada","Critical infrastructure","Health"
"5705_0",3078,"","Ukraine","Critical infrastructure","Digital Provider"
"5708_0",3078,"","Ukraine","Critical infrastructure","Transportation"
"5707_0",3078,"","Ukraine","Media","Not available"
"5706_0",3078,"","Ukraine","State institutions / political system","Civil service / administration"
"5704_0",3078,"","Ukraine","Critical infrastructure","Energy"
"5709_0",3078,"","Ukraine","Critical infrastructure","Transportation"
"5703_0",3079,"ICN Business School","France","Critical infrastructure","Research"
"5703_1",3079,"ICN Business School","France","Critical infrastructure","Research"
"5703_2",3079,"ICN Business School","France","Education","Not available"
"5703_3",3079,"ICN Business School","France","Education","Not available"
"5713_0",3080,"Schneider Electric","France","Critical infrastructure","Critical Manufacturing"
"5712_0",3081,"Grantomato Co Ltd","Japan","Critical infrastructure","Food"
"5714_0",3082,"Teo City Council","Spain","State institutions / political system","Civil service / administration"
"5715_0",3083,"Coordination Headquarters for the Treatment of Prisoners of War","Ukraine","State institutions / political system","Civil service / administration"
"5717_0",3084,"Not available","Mexico","State institutions / political system","Government / ministries"
"5716_0",3085,"Fulton County","United States","State institutions / political system","Civil service / administration"
"5719_0",3087,"EPS Salud Total","Colombia","Critical infrastructure","Health"
"5720_0",3088,"","United Kingdom","State institutions / political system","Civil service / administration"
"5720_1",3088,"","United Kingdom","Education","Not available"
"5721_0",3089,"Volkshochschule Vaterstetten","Germany","State institutions / political system","Civil service / administration"
"5721_1",3089,"Volkshochschule Vaterstetten","Germany","Education","Not available"
"5723_0",3091,"Croatian Financial Services Supervisory Agency (Hanfa)","Croatia","State institutions / political system","Civil service / administration"
"5726_0",3093,"","United States","Critical infrastructure","Health"
"5726_1",3093,"","United States","Critical infrastructure","Health"
"5727_0",3094,"Cloudflare","United States","Critical infrastructure","Digital Provider"
"5731_0",3095,"","Jordan","Unknown","Not available"
"5732_0",3095,"","Jordan","Social groups","Advocacy / activists (e.g. human rights organizations)"
"5729_0",3095,"","Not available","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"5733_0",3095,"","Jordan","Social groups","Advocacy / activists (e.g. human rights organizations)"
